Value,Label
14.727272727272727,0
15.928571428571429,0
17.958333333333332,1
22.444444444444443,0
13.782608695652174,1
20.57894736842105,0
30.72222222222222,0
24.6,1
18.390625,1
13.39622641509434,1
15.514285714285714,1
28.5,1
9.217391304347826,0
17.666666666666668,0
17.0,1
16.138461538461538,1
14.2,0
15.666666666666666,0
19.25,1
23.416666666666668,1
16.5,1
50.75,0
13.236363636363636,1
17.783132530120483,1
17.0,0
24.19607843137255,1
17.473684210526315,1
17.352941176470587,1
17.205882352941178,1
23.96551724137931,0
7.0,1
16.151515151515152,0
26.482758620689655,0
26.916666666666668,0
10.190082644628099,0
50.857142857142854,0
15.863636363636363,0
21.583333333333332,0
15.428571428571429,0
17.551724137931036,0
20.675,1
12.333333333333334,1
15.5,0
13.090909090909092,0
16.263157894736842,1
15.228571428571428,0
12.4375,1
14.0,1
21.22222222222222,0
15.23076923076923,0
19.62087912087912,1
20.96,1
8.0,0
7.75,0
14.826086956521738,0
13.375,1
21.075,0
15.301369863013699,1
10.0,0
11.08108108108108,1
15.916666666666666,0
7.0,1
21.25,1
13.454545454545455,0
19.80851063829787,1
16.88,1
16.559322033898304,1
21.0,1
20.98507462686567,1
12.92,0
18.328125,1
34.53846153846154,0
19.672727272727272,1
21.88888888888889,1
18.818181818181817,0
14.055555555555555,1
17.576271186440678,1
20.177419354838708,1
11.416666666666666,0
15.857142857142858,0
21.5,1
9.333333333333334,1
17.9,1
14.909090909090908,0
18.025641025641026,1
16.805555555555557,1
14.391304347826088,1
20.88235294117647,1
18.772727272727273,1
21.0625,1
17.0,1
27.0,0
19.31578947368421,0
14.461538461538462,1
20.814814814814813,1
18.444444444444443,0
125.72727272727273,0
18.024390243902438,1
16.7027027027027,1
9.0,1
23.0,1
7.5,0
20.0,1
20.321428571428573,1
17.477272727272727,1
20.016393442622952,1
0.0,0
10.543478260869565,0
20.70731707317073,0
21.62962962962963,0
17.875,1
18.0,1
20.764705882352942,0
16.93103448275862,0
13.727272727272727,0
19.25,1
21.565217391304348,1
18.142857142857142,0
23.685714285714287,0
17.023809523809526,1
22.05128205128205,1
14.833333333333334,0
18.580645161290324,1
32.18181818181818,0
22.0,0
23.352941176470587,1
17.56,1
22.136363636363637,0
21.451612903225808,0
31.0,0
15.857142857142858,1
14.826086956521738,0
17.75,1
26.807692307692307,1
16.4,0
15.307692307692308,0
16.345454545454544,0
13.289772727272727,0
16.286666666666665,1
10.634615384615385,0
17.133333333333333,0
19.25,1
29.782608695652176,0
22.214285714285715,1
17.0,0
21.905263157894737,1
24.27777777777778,0
19.833333333333332,0
31.4,0
23.755555555555556,0
19.0,1
12.2,0
19.53846153846154,0
15.488095238095237,0
21.135135135135137,1
34.333333333333336,0
19.304347826086957,1
17.0,1
13.5,1
36.285714285714285,0
15.705882352941176,1
23.0625,1
20.339622641509433,0
10.333333333333334,0
15.26086956521739,1
21.655172413793103,0
20.475409836065573,1
